ADCV818338LIPFMC29|ABKZ607668NVIQTL64
ADCV818338LIPFMC29|CIBY457198YTWKRU65
ADCV818338LIPFMC29|EJLT584234JIWUNZ66
AURE066280KDUVWU40|EJLT584234JIWUNZ66
AURE066280KDUVWU40|ETUQ990265LNNWPY72
BRNE382732WUGDRN32|ABKZ607668NVIQTL64
CVLO611104EFVHAX43|EJLT584234JIWUNZ66
CVLO611104EFVHAX43|ETUQ990265LNNWPY72
KHBP381587VYMCZR07|ABKZ607668NVIQTL64
KHBP381587VYMCZR07|CIBY457198YTWKRU65
MPKU117517SSHUXN51|EJLT584234JIWUNZ66
MPKU117517SSHUXN51|ETUQ990265LNNWPY72
NTBG104976GFPBYM42|ABKZ607668NVIQTL64
PQSN921058EHISWM18|EJLT584234JIWUNZ66
PQSN921058EHISWM18|ETUQ990265LNNWPY72